section;source_file;pdf_page;printed_page;kind;year;code;label;level;unit;ordentliche_ertraege;ordentliche_aufwendungen;ordentliches_ergebnis;finanzergebnis;ergebnis_laufende_verwaltung;ausserordentliches_ergebnis;ergebnis_teilhaushalt;einzahlungen_laufend;auszahlungen_laufend;saldo_laufend;einzahlungen_investitionen;auszahlungen_investitionen;saldo_investitionen;finanzmittelueberschuss_fehlbetrag;einzahlungen_finanzierung;auszahlungen_finanzierung;saldo_finanzierung;verpflichtungsermaechtigungen
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0802;Bäder;product_group;EUR;;;;;;;;2295240;8698830;-6403590;;2043300;-2043300;-8446890;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;08;Sportförderung;product_area;EUR;;;;;;;;3892850;16136430;-12243580;856000;41882300;-41026300;-53269880;;;;-2087500
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0901;Stadt- u.Regionalentwickl., Stadtplanung;product_group;EUR;;;;;;;;1952330;10224780;-8272450;;1266070;-1266070;-9538520;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0902;Vermessung, Kataster und Geoinformation;product_group;EUR;;;;;;;;1241910;8589240;-7347330;1020;245000;-243980;-7591310;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;09;Räuml.Planung/Entwickl.,Geoinformation;product_area;EUR;;;;;;;;3194240;18814020;-15619780;1020;1511070;-1510050;-17129830;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1001;Bauaufsicht und baurechtliche Beratung;product_group;EUR;;;;;;;;3471700;7061970;-3590270;420000;5000;415000;-3175270;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1002;Denkmalpflege und Denkmalschutz;product_group;EUR;;;;;;;;414000;1808910;-1394910;;;;-1394910;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1003;Wohnen;product_group;EUR;;;;;;;;343590;6352630;-6009040;;;;-6009040;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;10;Bauen und Wohnen;product_area;EUR;;;;;;;;4229290;15223510;-10994220;420000;5000;415000;-10579220;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1101;Abwasserbeseitigung;product_group;EUR;;;;;;;;74394650;32150650;42244000;2250000;45970000;-43720000;-1476000;;;;-30800000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1102;Abfallwirtschaft (AWM);product_group;EUR;;;;;;;;4000000;;4000000;;;;4000000;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;11;Ver- und Entsorgung;product_area;EUR;;;;;;;;78394650;32150650;46244000;2250000;45970000;-43720000;2524000;;;;-30800000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1201;Verkehrsflächen und -anlagen;product_group;EUR;;;;;;;;21326660;50768330;-29441670;16670000;35600000;-18930000;-48371670;;;;-30182000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;12;Verkehrsflächen und -anlagen, ÖPNV;product_area;EUR;;;;;;;;21326660;50768330;-29441670;16670000;35600000;-18930000;-48371670;;;;-30182000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1301;Grün- und Freiflächen;product_group;EUR;;;;;;;;960700;18027510;-17066810;50000;4514750;-4464750;-21531560;;;;-2978900
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1302;Friedhöfe;product_group;EUR;;;;;;;;1019170;1897970;-878800;2000;160970;-158970;-1037770;;;;-97720
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1303;Natur, Landschaft, Erholung,Wasserschutz;product_group;EUR;;;;;;;;290260;3967040;-3676780;88570;359010;-270440;-3947220;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1304;Fließende Gewässer;product_group;EUR;;;;;;;;839100;1652410;-813310;1650000;2502000;-852000;-1665310;;;;-1300000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1305;Wald und Forstwirtschaft;product_group;EUR;;;;;;;;263770;642220;-378450;4400;3960;440;-378010;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;13;Natur- und Landschaftspflege;product_area;EUR;;;;;;;;3373000;26187150;-22814150;1794970;7540690;-5745720;-28559870;;;;-4376620
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1401;Umweltschutz - Klima, Lärm, Boden,Abfall;product_group;EUR;;;;;;;;525400;5274000;-4748600;;1120;-1120;-4749720;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;14;Umweltschutz;product_area;EUR;;;;;;;;525400;5274000;-4748600;;1120;-1120;-4749720;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1501;Anteile an Unternehmen;product_group;EUR;;;;;;;;30101410;14500070;15601340;34000;1500000;-1466000;14135340;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1502;Stadtmarketing (MM);product_group;EUR;;;;;;;;;3834380;-3834380;;;;-3834380;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1503;Stadthalle Hiltrup;product_group;EUR;;;;;;;;154000;213020;-59020;;20000;-20000;-79020;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1504;Öffentliche Toilettenanlagen;product_group;EUR;;;;;;;;;529430;-529430;;822000;-822000;-1351430;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;15;Wirtschaft und Tourismus;product_area;EUR;;;;;;;;30255410;19076900;11178510;34000;2342000;-2308000;8870510;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;1601;Allgemeine Finanzwirtschaft;product_group;EUR;;;;;;;;925780000;247225000;678555000;96587060;6520000;90067060;768622060;1034324133;792508513;241815620;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;16;Allgemeine Finanzwirtschaft;product_area;EUR;;;;;;;;925780000;247225000;678555000;96587060;6520000;90067060;768622060;1034324133;792508513;241815620;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;Summe;Summe;total;EUR;;;;;;;;1649088310;1649059520;28790;159391940;401236350;-241844410;-241815620;1034324133;792508513;241815620;-111211120
